"GEO_ID","NAME","P003001","P003002","P003003","P003004","P003005","P003006","P003007","P003008"
"id","Geographic Area Name","Total","Total!!White alone","Total!!Black or African American alone","Total!!American Indian and Alaska Native alone","Total!!Asian alone","Total!!Native Hawaiian and Other Pacific Islander alone","Total!!Some Other Race alone","Total!!Two or More Races"
"1600000US2425800","Elkton town, Maryland","15443","11738","2337","50","407","11","316","584"
"1600000US2425925","Ellerslie CDP, Maryland","572","564","2","0","2","0","0","4"
"1600000US2634620","Grawn CDP, Michigan","772","699","4","21","3","0","18","27"
"1600000US2634640","Grayling city, Michigan","1884","1831","14","10","9","1","2","17"
"1600000US2635520","Grosse Pointe Farms city, Michigan","9479","9046","169","16","119","1","34","94"
"1600000US2635100","Greenville city, Michigan","8481","7997","27","40","57","5","152","203"
"1600000US2635300","Greilickville CDP, Michigan","1530","1510","1","1","6","0","4","8"
"1600000US2635480","Grosse Pointe city, Michigan","5421","5051","180","6","85","5","11","83"
"1600000US2635540","Grosse Pointe Park city, Michigan","11555","9818","1219","21","210","3","62","222"
"1600000US2635580","Grosse Pointe Woods city, Michigan","16135","14741","726","18","392","1","47","210"
"1600000US2635760","Gwinn CDP, Michigan","1917","1796","19","35","18","0","4","45"
"1600000US2636280","Hamtramck city, Michigan","22423","12009","4317","64","4831","2","138","1062"
"1600000US2636300","Hancock city, Michigan","4634","4387","55","45","78","4","6","59"
"1600000US2636585","Hardwood Acres CDP, Michigan","432","421","2","1","2","0","0","6"
"1600000US2636380","Hanover village, Michigan","441","422","4","2","0","0","3","10"
"1600000US2636460","Harbor Beach city, Michigan","1703","1641","4","6","19","0","3","30"
"1600000US2636560","Harbor Springs city, Michigan","1194","1098","4","57","9","1","1","24"
"1600000US2636590","Haring CDP, Michigan","328","313","0","2","2","1","1","9"
"1600000US2636700","Harper Woods city, Michigan","14236","7061","6488","34","209","2","57","385"
"1600000US2636720","Harrietta village, Michigan","143","135","1","0","1","0","0","6"
"1600000US2636800","Harrison city, Michigan","2114","1980","36","17","11","0","5","65"
"1600000US2636860","Harrisville city, Michigan","493","476","3","5","1","0","3","5"
"1600000US2636920","Hart city, Michigan","2126","1793","10","16","4","0","268","35"
"1600000US2636960","Hartford city, Michigan","2688","1933","44","75","13","0","502","121"
"1600000US2637420","Hazel Park city, Michigan","16422","13599","1608","140","243","4","71","757"
"1600000US2637080","Harvey CDP, Michigan","1393","1317","7","32","4","0","0","33"
"1600000US2637100","Haslett CDP, Michigan","19220","16279","850","77","1256","5","180","573"
"1600000US2637120","Hastings city, Michigan","7350","7119","40","41","25","2","37","86"
"1600000US2637600","Hemlock CDP, Michigan","1466","1424","1","3","2","0","11","25"
"1600000US2637620","Henderson CDP, Michigan","399","392","1","1","2","1","0","2"
"1600000US2637820","Hersey village, Michigan","350","338","1","1","0","0","4","6"
"1600000US2637860","Hesperia village, Michigan","954","880","0","13","1","0","26","34"
"1600000US2637960","Hickory Corners CDP, Michigan","322","313","1","0","0","0","0","8"
"1600000US2638180","Highland Park city, Michigan","11776","374","11012","31","47","3","43","266"
"1600000US2638700","Holly village, Michigan","6086","5783","70","36","34","0","47","116"
"1600000US2638380","Hillman village, Michigan","701","686","1","5","1","0","1","7"
"1600000US5109208","Branchville town, Virginia","114","85","28","0","0","0","0","1"
"1600000US3310900","Center Sandwich CDP, New Hampshire","123","120","0","1","0","0","0","2"
"1600000US3312900","Claremont city, New Hampshire","13355","12808","85","44","126","4","53","235"
"1600000US3313700","Colebrook CDP, New Hampshire","1394","1356","4","1","9","0","5","19"
"1600000US3314200","Concord city, New Hampshire","42695","39208","950","134","1451","9","183","760"
"1600000US3314340","Contoocook CDP, New Hampshire","1444","1414","10","3","4","0","1","12"
"1600000US3314580","Conway CDP, New Hampshire","1823","1776","2","12","7","0","4","22"
"1600000US3317860","Derry CDP, New Hampshire","22015","20737","215","56","360","11","243","393"
"1600000US3318820","Dover city, New Hampshire","29987","27155","521","59","1371","14","187","680"
"1600000US3324580","Epping CDP, New Hampshire","1681","1625","3","2","16","0","5","30"
"1600000US3319620","Durham CDP, New Hampshire","10345","9634","107","8","377","2","50","167"
"1600000US3321780","East Merrimack CDP, New Hampshire","4197","3913","54","16","78","1","45","90"
"1600000US3324260","Enfield CDP, New Hampshire","1540","1485","9","2","8","0","6","30"
"1600000US3325300","Exeter CDP, New Hampshire","9242","8806","59","12","182","2","16","165"
"1600000US3325940","Farmington CDP, New Hampshire","3885","3746","17","11","27","6","4","74"
"1600000US3327380","Franklin city, New Hampshire","8477","8155","42","39","66","2","25","148"
"1600000US3329780","Goffstown CDP, New Hampshire","3196","3115","9","6","20","0","6","40"
"1600000US3330180","Gorham CDP, New Hampshire","1600","1548","0","3","25","0","1","23"
"1600000US3331860","Greenville CDP, New Hampshire","1108","1076","11","6","2","0","4","9"
"1600000US3333140","Hampton Beach CDP, New Hampshire","2275","2179","10","6","17","1","19","43"
"1600000US3333620","Hancock CDP, New Hampshire","204","198","1","1","0","0","0","4"
"1600000US3332260","Groveton CDP, New Hampshire","1118","1106","0","1","2","0","0","9"
"1600000US3332980","Hampton CDP, New Hampshire","9656","9282","66","14","138","6","41","109"
"1600000US3333780","Hanover CDP, New Hampshire","8636","6692","374","87","1074","2","74","333"
"1600000US3335460","Henniker CDP, New Hampshire","1747","1624","51","5","30","0","14","23"
"1600000US3336020","Hillsborough CDP, New Hampshire","1976","1882","14","6","16","1","7","50"
"1600000US3336580","Hinsdale CDP, New Hampshire","1548","1509","8","1","5","3","12","10"
"1600000US3337220","Hooksett CDP, New Hampshire","4147","3893","65","5","75","3","34","72"
"1600000US3337860","Hudson CDP, New Hampshire","7336","6881","111","5","118","3","98","120"
"1600000US3338420","Jaffrey CDP, New Hampshire","2757","2645","18","5","25","1","9","54"
"1600000US3341300","Lebanon city, New Hampshire","13151","11622","213","36","900","1","103","276"
"1600000US3339300","Keene city, New Hampshire","23409","22314","144","42","474","1","109","325"
"1600000US3340180","Laconia city, New Hampshire","15951","15073","150","54","391","1","42","240"
"1600000US3340340","Lancaster CDP, New Hampshire","1725","1660","9","16","15","1","3","21"
"1600000US3341780","Lincoln CDP, New Hampshire","993","984","2","0","2","0","3","2"
"1600000US3341940","Lisbon CDP, New Hampshire","980","958","3","1","0","0","4","14"
"1600000US3342500","Littleton CDP, New Hampshire","4412","4238","23","11","45","0","23","72"
"1600000US3343140","Londonderry CDP, New Hampshire","11037","10569","88","7","167","3","53","150"
"1600000US3343300","Loudon CDP, New Hampshire","559","545","1","1","3","0","1","8"
"1600000US3345140","Manchester city, New Hampshire","109565","94299","4476","346","4014","72","3440","2918"
"1600000US3345380","Marlborough CDP, New Hampshire","1094","1057","7","0","7","0","5","18"
"1600000US3553485","Ojo Amarillo CDP, New Mexico","766","5","0","734","0","0","2","25"
"1600000US3554430","Organ CDP, New Mexico","323","254","8","7","1","0","43","10"
"1600000US3554500","Orogrande CDP, New Mexico","52","40","0","0","4","0","7","1"
"1600000US3554710","Paguate CDP, New Mexico","421","7","0","404","1","0","1","8"
"1600000US3554940","Pajarito Mesa CDP, New Mexico","579","207","4","15","0","0","335","18"
"1600000US3555270","Paradise Hills CDP, New Mexico","4256","3414","84","154","50","10","374","170"
"1600000US3555340","Paraje CDP, New Mexico","777","22","2","720","17","0","6","10"
"1600000US3555620","Pecos village, New Mexico","1392","902","13","29","5","0","372","71"
"1600000US3346980","Melvin Village CDP, New Hampshire","241","239","0","0","2","0","0","0"
"1600000US3347060","Meredith CDP, New Hampshire","1718","1669","6","1","18","0","2","22"
"1600000US3555550","Pastura CDP, New Mexico","23","20","0","0","0","0","3","0"
"1600000US3555595","Peak Place CDP, New Mexico","377","79","1","20","1","0","267","9"
"1600000US3555605","Pecan Park CDP, New Mexico","75","72","0","0","0","0","1","2"
"1600000US3555830","Pe?a Blanca CDP, New Mexico","709","177","8","96","0","1","415","12"
"1600000US3555900","Pe?asco CDP, New Mexico","589","359","2","2","0","0","183","43"
"1600000US3556180","Peralta town, New Mexico","3660","2783","32","91","9","1","583","161"
"1600000US3556810","Picuris Pueblo CDP, New Mexico","68","5","0","60","0","0","3","0"
"1600000US3556950","Pie Town CDP, New Mexico","186","162","3","10","0","0","5","6"
"1600000US3557190","Pinehill CDP, New Mexico","88","0","0","85","0","0","0","3"
"1600000US3557440","Pinon CDP, New Mexico","25","25","0","0","0","0","0","0"
"1600000US3557510","Pinos Altos CDP, New Mexico","198","182","0","4","0","0","9","3"
"1600000US3558630","Pojoaque CDP, New Mexico","1907","957","15","339","8","2","490","96"
"1600000US3558070","Placitas CDP (Sandoval County), New Mexico","4977","4550","43","61","52","1","162","108"
"1600000US3558210","Playas CDP, New Mexico","74","68","0","0","0","1","4","1"
"1600000US3558420","Pleasanton CDP, New Mexico","106","100","0","0","0","0","3","3"
"1600000US3558910","Polvadera CDP, New Mexico","269","224","1","10","0","0","28","6"
"1600000US0651336","Nicolaus CDP, California","211","186","1","0","5","0","10","9"
"1600000US0651392","Niland CDP, California","1006","539","36","20","36","0","315","60"
"1600000US0651470","Nipinnawasee CDP, California","475","422","2","9","0","0","3","39"
"1600000US0651476","Nipomo CDP, California","16714","12281","177","200","421","33","2821","781"
"1600000US0651560","Norco city, California","27063","20641","1893","248","844","59","2514","864"
"1600000US0651574","Nord CDP, California","320","233","1","6","16","0","48","16"
"1600000US0651622","Norris Canyon CDP, California","957","476","41","1","372","1","28","38"
"1600000US0651637","North Auburn CDP, California","13022","11081","115","172","298","13","893","450"
"1600000US0651890","North Gate CDP, California","679","566","1","0","65","0","19","28"
"1600000US0651812","North Edwards CDP, California","1058","847","43","26","20","1","60","61"
"1600000US0651820","North El Monte CDP, California","3723","1768","33","13","1437","4","336","132"
"1600000US0651840","North Fair Oaks CDP, California","14687","7060","235","143","548","219","5728","754"
"1600000US0651924","North Highlands CDP, California","42694","27000","4883","603","2067","300","4709","3132"
"1600000US0651990","North Lakeport CDP, California","3314","2685","28","126","40","4","271","160"
"1600000US0652162","North Richmond CDP, California","3717","634","1239","23","431","18","1191","181"
"1600000US0652246","North San Juan CDP, California","269","224","1","12","11","0","0","21"
"1600000US0652302","North Shore CDP, California","3477","1394","33","26","18","5","1884","117"
"1600000US0652379","North Tustin CDP, California","24917","20836","148","104","1994","52","908","875"
"1600000US0652526","Norwalk city, California","105549","52089","4593","1213","12700","431","29954","4569"
"1600000US0652694","Oakdale city, California","20675","16558","163","210","463","37","2386","858"
"1600000US0652582","Novato city, California","51904","39443","1419","286","3428","117","4693","2518"
"1600000US0652610","Nubieber CDP, California","50","26","0","13","0","0","6","5"
"1600000US0652624","Nuevo CDP, California","6447","4011","113","91","82","16","1810","324"
"1600000US0652715","Oak Glen CDP, California","638","545","50","13","2","1","14","13"
"1600000US0652760","Oak Hills CDP, California","8879","6796","266","100","226","28","1166","297"
"1600000US0652764","Oakhurst CDP, California","2829","2532","22","61","44","3","66","101"
"1600000US0653000","Oakland city, California","390724","134925","109471","3040","65811","2222","53378","21877"
"1600000US0653070","Oakley city, California","35432","22641","2582","314","2236","142","4998","2519"
"1600000US0653116","Oak Park CDP, California","13811","11473","141","32","1556","9","162","438"
"1600000US0653160","Oak Shores CDP, California","337","318","3","2","4","0","4","6"
"1600000US0653224","Oasis CDP, California","6890","1693","22","96","42","0","4927","110"
"1600000US0653182","Oak View CDP, California","4066","3227","11","63","34","3","575","153"
"1600000US0653196","Oakville CDP, California","71","26","0","1","1","1","38","4"
"1600000US0653322","Oceanside city, California","167086","109020","7873","1385","11081","2144","25886","9697"
"1600000US0653266","Occidental CDP, California","1115","992","7","7","31","0","23","55"
"1600000US0653294","Oceano CDP, California","7286","5105","62","120","165","7","1509","318"
"1600000US0653378","Ocotillo CDP, California","266","242","1","1","2","0","17","3"
"1600000US0653448","Oildale CDP, California","32684","27463","255","590","316","30","2635","1395"
"1600000US0653476","Ojai city, California","7461","6555","42","47","158","1","440","218"
"1600000US0653490","Olancha CDP, California","192","133","0","4","8","0","38","9"
"1600000US0653505","Old Fig Garden CDP, California","5365","4000","105","54","209","10","733","254"
"1600000US0653602","Old Station CDP, California","51","49","0","1","0","0","0","1"
"1600000US0857300","Paonia town, Colorado","1451","1363","19","15","3","5","27","19"
"1600000US0857400","Parachute town, Colorado","1085","721","4","56","15","0","258","31"
"1600000US0857445","Paragon Estates CDP, Colorado","928","886","3","2","29","0","2","6"
"1600000US0857630","Parker town, Colorado","45297","40797","691","210","1463","45","796","1295"
"1600000US0857850","Parshall CDP, Colorado","47","42","0","0","0","0","5","0"
"1600000US0858235","Peetz town, Colorado","238","231","2","0","2","0","2","1"
"1600000US0858400","Penrose CDP, Colorado","3582","3391","8","46","15","1","38","83"
"1600000US0858510","Peoria CDP, Colorado","163","150","1","4","1","0","1","6"
"1600000US0858592","Perry Park CDP, Colorado","1646","1569","4","2","21","0","17","33"
"1600000US0858675","Peyton CDP, Colorado","250","239","2","1","2","0","0","6"
"1600000US0859005","Pierce town, Colorado","834","736","3","16","8","0","57","14"
"1600000US0653714","Olivehurst CDP, California","13656","8534","322","399","772","61","2623","945"
"1600000US0653896","Ontario city, California","163924","83683","10561","1686","8453","514","51373","7654"
"1600000US0858758","Phippsburg CDP, Colorado","204","195","0","0","2","0","0","7"
"1600000US0858960","Piedra CDP, Colorado","28","25","0","3","0","0","0","0"
"1600000US0859240","Pine Brook Hill CDP, Colorado","983","936","3","3","24","0","5","12"
"1600000US0859830","Pitkin town, Colorado","66","63","0","0","0","0","0","3"
"1600000US0860765","Portland CDP, Colorado","135","135","0","0","0","0","0","0"
"1600000US0860160","Platteville town, Colorado","2485","1815","5","14","9","8","571","63"
"1600000US0860600","Poncha Springs town, Colorado","737","693","4","8","4","3","6","19"
"1600000US0860655","Ponderosa Park CDP, Colorado","3232","3077","20","19","24","3","32","57"
"1600000US0861315","Pritchett town, Colorado","140","134","0","5","0","0","1","0"
"1600000US0862000","Pueblo city, Colorado","106595","80159","2686","2381","890","112","16022","4345"
"1600000US0862220","Pueblo West CDP, Colorado","29637","25860","387","364","284","32","1791","919"
"1600000US0863045","Raymer (New Raymer) town, Colorado","96","94","0","1","0","0","0","1"
"1600000US3928532","Franklin Furnace CDP, Ohio","1660","1457","162","10","1","0","14","16"
"1600000US3928058","Four Bridges CDP, Ohio","2919","2580","149","0","132","0","14","44"
"1600000US3928182","Frankfort village, Ohio","1064","985","41","7","4","0","1","26"
"1600000US3928476","Franklin city, Ohio","11771","11325","110","25","62","0","50","199"
"1600000US4000250","Adair town, Oklahoma","790","572","1","149","0","0","5","63"
"1600000US4000600","Afton town, Oklahoma","1049","745","2","186","6","0","12","98"
"1600000US4002050","Anadarko city, Oklahoma","6762","2241","320","3289","47","3","214","648"
"1600000US4002300","Apache town, Oklahoma","1444","947","4","398","3","4","7","81"
"1600000US4000700","Agra town, Oklahoma","339","292","1","15","0","0","2","29"
"1600000US4005000","Beggs city, Oklahoma","1321","743","241","165","0","0","14","158"
"1600000US4000900","Akins CDP, Oklahoma","493","356","2","108","0","0","1","26"
"1600000US4002900","Arpelar CDP, Oklahoma","272","216","1","22","1","0","0","32"
"1600000US4004075","Ballou CDP, Oklahoma","176","119","0","41","0","0","0","16"
"1600000US4000950","Albany CDP, Oklahoma","143","120","0","12","0","0","7","4"
"1600000US4001150","Alderson town, Oklahoma","304","205","10","60","1","0","0","28"
"1600000US4002500","Arapaho town, Oklahoma","796","650","18","72","3","0","21","32"
"1600000US4003050","Ashland town, Oklahoma","66","42","0","23","0","0","0","1"
"1600000US4004450","Bartlesville city, Oklahoma","35750","28226","1123","3118","497","13","738","2035"
"1600000US4001250","Alex town, Oklahoma","550","474","1","46","0","0","6","23"
"1600000US4001900","Amber town, Oklahoma","419","379","1","30","0","0","3","6"
"1600000US4001700","Altus city, Oklahoma","19813","13592","1895","334","278","56","2691","967"
"1600000US4002800","Arnett town, Oklahoma","524","509","1","1","0","0","4","9"
"1600000US4001800","Alva city, Oklahoma","4945","4452","99","102","56","1","100","135"
"1600000US4003500","Avant town, Oklahoma","320","243","0","44","0","0","3","30"
"1600000US4004250","Barnsdall city, Oklahoma","1243","907","2","212","0","0","7","115"
"1600000US4002550","Arcadia town, Oklahoma","247","59","143","18","0","0","2","25"
"1600000US4002650","Arkoma town, Oklahoma","1989","1672","8","146","5","0","31","127"
"1600000US4004700","Bearden town, Oklahoma","133","108","5","14","0","0","0","6"
"1600000US4002600","Ardmore city, Oklahoma","24283","16508","2485","2219","448","6","853","1764"
"1600000US4003000","Asher town, Oklahoma","393","298","0","51","2","3","5","34"
"1600000US4003300","Atoka city, Oklahoma","3107","2097","251","369","39","6","45","300"
"1600000US4003350","Atwood town, Oklahoma","74","71","0","2","0","0","0","1"
"1600000US4003815","Badger Lee CDP, Oklahoma","76","48","8","15","0","1","1","3"
"1600000US4004950","Bee CDP, Oklahoma","140","121","0","9","0","0","0","10"
"1600000US4005090","Bell CDP, Oklahoma","535","178","2","315","0","0","0","40"
"1600000US4005400","Bennington town, Oklahoma","334","230","1","70","0","0","3","30"
"1600000US4005550","Bernice town, Oklahoma","562","459","0","68","0","0","3","32"
"1600000US4005650","Bessie town, Oklahoma","181","169","0","7","0","0","0","5"
"1600000US4005700","Bethany city, Oklahoma","19051","14792","1071","578","245","26","1382","957"
"1600000US4005800","Bethel Acres town, Oklahoma","2895","2460","34","220","5","7","14","155"
"1600000US4005900","Big Cabin town, Oklahoma","265","194","3","51","2","0","0","15"
"1600000US4006100","Billings town, Oklahoma","509","477","5","15","0","0","1","11"
"1600000US4006400","Bixby city, Oklahoma","20884","17574","329","1242","341","1","394","1003"
"1600000US4006200","Binger town, Oklahoma","672","495","24","94","0","0","17","42"
"1600000US4006350","Bison CDP, Oklahoma","65","65","0","0","0","0","0","0"
"1600000US4006450","Blackburn town, Oklahoma","108","74","0","15","0","0","4","15"
"1600000US4006500","Blackgum CDP, Oklahoma","51","27","0","13","0","0","0","11"
"1600000US4006600","Blackwell city, Oklahoma","7092","5951","28","398","20","3","264","428"
"1600000US4006650","Blair town, Oklahoma","818","681","5","22","2","0","57","51"
"1600000US4006900","Blue CDP, Oklahoma","195","156","1","32","0","0","2","4"
"1600000US4006950","Bluejacket town, Oklahoma","339","245","2","70","0","3","0","19"
"1600000US4007500","Boley town, Oklahoma","1184","547","469","73","2","0","22","71"
"1600000US4007300","Boise City city, Oklahoma","1266","987","2","10","2","0","247","18"
"1600000US4007350","Bokchito town, Oklahoma","632","523","1","65","1","0","0","42"
"1600000US4007450","Bokoshe town, Oklahoma","512","375","0","83","0","0","1","53"
"1600000US4007750","Boswell town, Oklahoma","709","449","59","128","2","0","19","52"
"1600000US4007950","Bowlegs town, Oklahoma","405","307","8","60","0","0","2","28"
"1600000US4008450","Braman town, Oklahoma","217","189","0","13","0","1","3","11"
"1600000US4006700","Blanchard city, Oklahoma","7670","6823","35","385","24","0","53","350"
"1600000US4008050","Box CDP, Oklahoma","224","112","0","83","8","0","1","20"
"1600000US4008150","Boynton town, Oklahoma","248","67","130","19","1","0","0","31"
"1600000US4008300","Bradley town, Oklahoma","130","104","1","13","0","1","7","4"
"1600000US4147800","Metzger CDP, Oregon","3765","3017","106","32","117","79","247","167"
"1600000US4148150","Mill City city, Oregon","1855","1682","8","36","8","11","37","73"
"1600000US4148300","Millersburg city, Oregon","1329","1221","1","14","18","0","40","35"
"1600000US4148600","Milton-Freewater city, Oregon","7050","4997","39","56","41","1","1743","173"
"1600000US4149450","Molalla city, Oregon","8108","7045","49","85","66","21","605","237"
"1600000US4148650","Milwaukie city, Oregon","20291","17960","271","273","503","60","502","722"
"1600000US4149000","Mission CDP, Oregon","1037","167","11","776","0","1","7","75"
"1600000US4149150","Mitchell city, Oregon","130","120","0","1","0","0","0","9"
"1600000US1812628","Cicero town, Indiana","4812","4656","29","28","26","1","18","54"
"1600000US1812880","Clarksburg CDP, Indiana","149","148","0","0","0","0","0","1"
"1600000US1812898","Clarks Hill town, Indiana","611","598","1","2","0","0","0","10"
"1600000US1812934","Clarksville town, Indiana","21724","18477","1221","75","155","8","1248","540"
"1600000US1813276","Clay City town, Indiana","861","854","0","0","1","0","0","6"
"1600000US1813492","Clermont town, Indiana","1356","1249","57","3","9","0","3","35"
"1600000US1813312","Claypool town, Indiana","431","410","1","3","4","0","6","7"
"1600000US1813366","Clayton town, Indiana","972","959","3","1","0","0","1","8"
"1600000US1813438","Clear Lake town, Indiana","339","335","0","0","3","0","0","1"
"1600000US1813582","Clifford town, Indiana","233","231","0","1","0","0","1","0"
"1600000US1813780","Clinton city, Indiana","4893","4773","10","14","12","0","12","72"
"1600000US1813852","Cloverdale town, Indiana","2172","2115","13","7","6","0","4","27"
"1600000US1814032","Coalmont CDP, Indiana","402","385","1","7","0","0","1","8"
"1600000US1814050","Coatesville town, Indiana","523","506","0","0","1","0","8","8"
"1600000US1814176","Colburn CDP, Indiana","193","189","1","1","0","0","0","2"
"1600000US1814932","Connersville city, Indiana","13481","12906","286","23","43","0","47","176"
"1600000US1814284","Colfax town, Indiana","691","664","3","0","5","0","2","17"
"1600000US1814716","Columbia City city, Indiana","8750","8462","43","22","43","0","56","124"
"1600000US1814734","Columbus city, Indiana","44061","38305","1178","104","2467","31","1086","890"
"1600000US1814986","Converse town, Indiana","1265","1233","1","3","1","1","14","12"
"1600000US1815115","Cordry Sweetwater Lakes CDP, Indiana","1128","1111","3","3","2","0","3","6"
"1600000US1809352","Burns City CDP, Indiana","117","116","0","0","1","0","0","0"
"1600000US1809622","Butlerville CDP, Indiana","282","277","0","1","2","0","1","1"
"1600000US1814464","Collegeville CDP, Indiana","330","274","39","1","2","0","4","10"
"1600000US1815220","Corunna town, Indiana","254","241","1","1","1","0","6","4"
"1600000US1815256","Corydon town, Indiana","3122","3020","22","6","5","2","29","38"
"1600000US1815364","Country Club Heights town, Indiana","79","79","0","0","0","0","0","0"
"1600000US1815409","Country Squire Lakes CDP, Indiana","3571","3320","44","3","8","0","117","79"
"1600000US1815742","Crawfordsville city, Indiana","15915","14664","271","59","143","5","520","253"
"1600000US1815490","Covington city, Indiana","2645","2582","5","12","8","0","10","28"
"1600000US1815634","Crandall town, Indiana","152","149","0","2","1","0","0","0"
"1600000US1815652","Crane town, Indiana","184","178","0","0","6","0","0","0"
"1600000US1815994","Cromwell town, Indiana","512","474","0","1","0","0","31","6"
"1600000US1816084","Crothersville town, Indiana","1591","1531","3","5","7","0","21","24"
"1600000US1816138","Crown Point city, Indiana","27317","24107","1711","52","484","3","519","441"
"1600000US1816156","Crows Nest town, Indiana","73","71","2","0","0","0","0","0"
"1600000US1816300","Culver town, Indiana","1353","1296","16","0","5","0","12","24"
"1600000US1816336","Cumberland town, Indiana","5169","3979","869","31","47","5","120","118"
"1600000US1816804","Danville town, Indiana","9001","8714","73","19","38","1","34","122"
"1600000US1816624","Dale town, Indiana","1593","1348","6","2","9","0","200","28"
"1600000US1816642","Daleville town, Indiana","1647","1607","7","2","12","1","2","16"
"1600000US1816732","Dana town, Indiana","608","593","1","3","1","0","4","6"
"1600000US1816840","Darlington town, Indiana","843","834","1","1","1","0","0","6"
"1600000US1816858","Darmstadt town, Indiana","1407","1372","8","0","11","1","4","11"
"1600000US1817002","Dayton town, Indiana","1420","1354","13","8","3","0","16","26"
"1600000US1817074","Decatur city, Indiana","9405","8908","51","35","34","2","242","133"
"1600000US1817110","Decker town, Indiana","249","243","3","0","2","0","0","1"
"1600000US1929010","Frederika city, Iowa","183","180","0","1","2","0","0","0"
"1600000US1929055","Fredonia city, Iowa","244","182","1","5","6","0","47","3"
"1600000US1929190","Fremont city, Iowa","743","733","1","0","5","0","0","4"
"1600000US1929280","Fruitland city, Iowa","977","945","0","2","4","0","22","4"
"1600000US1929325","Frytown CDP, Iowa","165","160","0","0","0","0","0","5"
"1600000US1929550","Galt city, Iowa","32","32","0","0","0","0","0","0"
"1600000US1929910","Garnavillo city, Iowa","745","732","4","0","0","0","6","3"
"1600000US1817614","Delphi city, Indiana","2893","2654","12","7","5","0","160","55"
"1600000US1929730","Garden City CDP, Iowa","89","89","0","0","0","0","0","0"
"1600000US1929595","Galva city, Iowa","434","414","1","3","1","0","14","1"
"1600000US1929685","Garber city, Iowa","88","88","0","0","0","0","0","0"
"1600000US1929775","Garden Grove city, Iowa","211","206","2","0","0","0","0","3"
"1600000US1929955","Garner city, Iowa","3129","3046","20","1","9","0","12","41"
"1600000US1930000","Garrison city, Iowa","371","357","4","0","0","0","1","9"
"1600000US1930045","Garwin city, Iowa","527","507","0","3","0","0","7","10"
"1600000US1930135","Geneva city, Iowa","165","162","0","0","0","0","0","3"
"1600000US1930225","George city, Iowa","1080","1064","2","1","2","0","6","5"
"1600000US1930810","Gillett Grove city, Iowa","49","48","0","0","0","0","0","1"
"1600000US1930540","Gibson city, Iowa","61","60","0","0","1","0","0","0"
"1600000US1930630","Gilbert city, Iowa","1082","1031","15","2","12","0","9","13"
"1600000US1930675","Gilbertville city, Iowa","712","702","0","1","4","0","1","4"
"1600000US1930900","Gilman city, Iowa","509","507","0","0","0","0","1","1"
"1600000US4866968","Seymour city, Texas","2740","2501","67","6","3","3","104","56"
"1600000US4867136","Shallowater city, Texas","2484","2249","15","11","4","0","170","35"
"1600000US4831100","Grey Forest city, Texas","483","457","3","3","6","0","6","8"
"1600000US4831280","Groesbeck city, Texas","4328","2827","875","12","11","0","487","116"
"1600000US4867010","Shadybrook CDP, Texas","1967","1732","107","16","5","0","47","60"
"1600000US4867082","Shady Hollow CDP, Texas","5004","4516","120","30","132","5","94","107"
"1600000US4867100","Shady Shores town, Texas","2612","2362","65","19","59","4","37","66"
"1600000US4867160","Shamrock city, Texas","1910","1563","87","24","11","0","166","59"
"1600000US4867268","Shavano Park city, Texas","3035","2768","34","7","115","0","43","68"
"1600000US4867376","Sheldon CDP, Texas","1990","1361","60","46","22","1","439","61"
"1600000US4867400","Shenandoah city, Texas","2134","1902","76","7","67","1","36","45"
"1600000US4867424","Shepherd city, Texas","2319","1755","330","13","34","0","138","49"
"1600000US4867496","Sherman city, Texas","38521","27599","4265","536","648","13","4090","1370"
"1600000US4867766","Sienna Plantation CDP, Texas","13721","8931","2490","52","1512","8","370","358"
"1600000US4867554","Sherwood Shores CDP, Texas","1190","1105","9","30","0","0","19","27"
"1600000US4867640","Shiner city, Texas","2069","1769","200","4","8","0","45","43"
"1600000US4867688","Shoreacres city, Texas","1493","1359","23","11","8","0","66","26"
"1600000US4867772","Sierra Blanca CDP, Texas","553","464","18","19","8","0","31","13"
"1600000US4867775","Siesta Acres CDP, Texas","1885","1800","0","3","1","0","67","14"
"1600000US4867778","Siesta Shores CDP, Texas","1382","1319","2","16","2","0","39","4"
"1600000US4867832","Silsbee city, Texas","6611","4351","2001","25","39","1","92","102"
"1600000US4867904","Silverton city, Texas","731","636","16","2","0","0","64","13"
"1600000US4867964","Simonton city, Texas","814","706","64","4","12","0","17","11"
"1600000US4868036","Sinton city, Texas","5665","4936","137","27","27","0","434","104"
"1600000US4868300","Smiley city, Texas","549","367","1","7","1","1","168","4"
"1600000US4868120","Skellytown town, Texas","473","444","2","7","5","0","5","10"
"1600000US4868132","Skidmore CDP, Texas","925","768","21","5","3","0","103","25"
"1600000US4868180","Slaton city, Texas","6121","4555","389","31","13","1","989","143"
"1600000US4868456","Smithville city, Texas","3817","3022","480","39","19","6","164","87"
"1600000US4868504","Smyer town, Texas","474","379","12","1","0","0","62","20"
"1600000US4868576","Snook city, Texas","511","352","120","2","1","0","22","14"
"1600000US4868624","Snyder city, Texas","11202","8855","428","79","51","1","1500","288"
"1600000US4868636","Socorro city, Texas","32013","30184","78","525","37","3","942","244"
"1600000US4868756","Sonora city, Texas","3027","2687","12","10","6","0","271","41"
"1600000US4868678","Solis CDP, Texas","512","435","0","1","0","0","61","15"
